Project,Era,SampleYear,Region,RegionAbbr,AR_Complex,AR_Complex_abbr,Site,SiteType,SampleDate,DiveReplicate,DepthZone,Transect,BenthicReefSpecies,SpeciesGroupF,Abundance,area.m2,Temperature_c,Latitude_d,Longitude_d,SurveyDepth_m
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6D,Module,2021-11-19,1,ARM,PVR 6D 19-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,123,60,13,33.72051,-118.34391,18.744444444444444
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6D,Module,2021-11-19,2,ARM,PVR 6D 19-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,134,60,13,33.72051,-118.34391,18.744444444444444
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6C,Module,2021-11-19,1,ARM,PVR 6C 19-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,14,60,14,33.71998,-118.34387,20.31111111111111
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6C,Module,2021-11-19,2,ARM,PVR 6C 19-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14,33.71998,-118.34387,20.31111111111111
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7A,Module,2021-12-02,1,ARM,PVR 7A 02-Dec-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,215,60,14.5,33.7204006,-118.342403,15.88
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7A,Module,2021-12-02,2,ARM,PVR 7A 02-Dec-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,144,60,14.5,33.7204006,-118.342403,15.88
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7B,Module,2021-12-02,1,ARM,PVR 7B 02-Dec-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,37,60,14.5,33.7201945,-118.342447,17.766666666666666
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7B,Module,2021-12-02,2,ARM,PVR 7B 02-Dec-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,15,60,14.5,33.7201945,-118.342447,17.766666666666666
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7C,Module,2021-12-02,1,ARM,PVR 7C 02-Dec-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14.75,33.7196233,-118.342311,20.566666666666663
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7C,Module,2021-12-02,2,ARM,PVR 7C 02-Dec-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14.75,33.7196233,-118.342311,20.566666666666663
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8A,Module,2021-11-23,1,ARM,PVR 8A 23-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,127,60,14.7,33.7193,-118.34009,17.6
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8A,Module,2021-11-23,2,ARM,PVR 8A 23-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,132,60,14.7,33.7193,-118.34009,17.6
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8B,Module,2021-11-23,1,ARM,PVR 8B 23-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,7,60,14.7,33.71884,-118.34057,20.07777777777778
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8B,Module,2021-11-23,2,ARM,PVR 8B 23-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14.7,33.71884,-118.34057,20.07777777777778
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8C,Module,2021-11-23,1,ARM,PVR 8C 23-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14.2,33.71836,-118.34039,20.6
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8C,Module,2021-11-23,2,ARM,PVR 8C 23-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14.2,33.71836,-118.34039,20.6
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2A,Module,2022-09-20,1,ARM,PVR 2A 20-Sep-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,348,60,17.5,33.72346,-118.34988,16.97
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2A,Module,2022-09-20,2,ARM,PVR 2A 20-Sep-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,160,60,17.5,33.72346,-118.34988,16.97
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2B,Module,2022-09-20,1,ARM,PVR 2B 20-Sep-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,259,60,15,33.72277,-118.35004,17.844444444444445
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2B,Module,2022-09-20,2,ARM,PVR 2B 20-Sep-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,234,60,15,33.72277,-118.35004,17.844444444444445
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2C,Module,2022-09-20,1,ARM,PVR 2C 20-Sep-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,2,60,15,33.72255,-118.34913,18.555555555555557
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2C,Module,2022-09-20,2,ARM,PVR 2C 20-Sep-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,15,33.72255,-118.34913,18.555555555555557
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4D,Module,2022-09-27,1,ARM,PVR 4D 27-Sep-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,127,60,13.625,33.72194,-118.34723,18.2
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4D,Module,2022-09-27,2,ARM,PVR 4D 27-Sep-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,195,60,13.625,33.72194,-118.34723,18.2
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4B,Module,2022-09-27,1,ARM,PVR 4B 27-Sep-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,115,60,13.928571428571429,33.72143,-118.34673,18.51111111111111
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4B,Module,2022-09-27,2,ARM,PVR 4B 27-Sep-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,210,60,13.928571428571429,33.72143,-118.34673,18.51111111111111
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4C,Module,2022-09-27,1,ARM,PVR 4C 27-Sep-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,149,60,13.857142857142858,33.72116,-118.34668,19.64444444444445
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4C,Module,2022-09-27,2,ARM,PVR 4C 27-Sep-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,90,60,13.857142857142858,33.72116,-118.34668,19.64444444444445
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5A,Module,2022-09-30,1,ARM,PVR 5A 30-Sep-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,302,60,16.5,33.721475,-118.345711,17.240000000000002
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5A,Module,2022-09-30,2,ARM,PVR 5A 30-Sep-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,266,60,16.5,33.721475,-118.345711,17.240000000000002
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5B,Module,2022-09-30,1,ARM,PVR 5B 30-Sep-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,345,60,13,33.720942,-118.345432,17.933333333333334
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5B,Module,2022-09-30,2,ARM,PVR 5B 30-Sep-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,170,60,13,33.720942,-118.345432,17.933333333333334
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5C,Module,2022-09-27,1,ARM,PVR 5C 27-Sep-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,143,60,12,33.72044,-118.34522,19.72222222222222
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5C,Module,2022-09-27,2,ARM,PVR 5C 27-Sep-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,153,60,12,33.72044,-118.34522,19.72222222222222
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6A,Module,2022-09-30,1,ARM,PVR 6A 30-Sep-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,450,60,15.875,33.72071,-118.342492,16.7
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6A,Module,2022-09-30,2,ARM,PVR 6A 30-Sep-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,348,60,15.875,33.72071,-118.342492,16.7
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6D,Module,2022-09-30,1,ARM,PVR 6D 30-Sep-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,130,60,16.214285714285715,33.720378,-118.343835,18.41111111111111
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6D,Module,2022-09-30,2,ARM,PVR 6D 30-Sep-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,152,60,16.214285714285715,33.720378,-118.343835,18.41111111111111
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6C,Module,2022-09-28,1,ARM,PVR 6C 28-Sep-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,78,60,13,33.72,-118.34392,19.933333333333337
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6C,Module,2022-09-28,2,ARM,PVR 6C 28-Sep-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.72,-118.34392,19.933333333333337
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7A,Module,2022-10-25,1,ARM,PVR 7A 25-Oct-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,410,60,14.375,33.72049,-118.34237,16.69
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7A,Module,2022-10-25,2,ARM,PVR 7A 25-Oct-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,390,60,14.375,33.72049,-118.34237,16.69
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7B,Module,2022-10-25,1,ARM,PVR 7B 25-Oct-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,208,60,14.428571428571429,33.72017,-118.34245,18.633333333333333
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7B,Module,2022-10-25,2,ARM,PVR 7B 25-Oct-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,225,60,14.428571428571429,33.72017,-118.34245,18.633333333333333
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7C,Module,2022-11-11,2,ARM,PVR 7C 11-Nov-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,NA,33.719547,-118.342283,21.6
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7C,Module,2022-10-25,1,ARM,PVR 7C 25-Oct-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14,33.71957,-118.34234,20.285714285714285
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8A,Module,2022-10-18,1,ARM,PVR 8A 18-Oct-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,154,60,13.375,33.7193,-118.34009,16.86
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8A,Module,2022-10-18,2,ARM,PVR 8A 18-Oct-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,95,60,13.375,33.7193,-118.34009,16.86
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8B,Module,2022-10-18,1,ARM,PVR 8B 18-Oct-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.71884,-118.34057,19.122222222222224
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8B,Module,2022-10-18,2,ARM,PVR 8B 18-Oct-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.71884,-118.34057,19.122222222222224
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8C,Module,2022-10-18,1,ARM,PVR 8C 18-Oct-2022 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.71836,-118.34039,19.544444444444444
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8C,Module,2022-10-18,2,ARM,PVR 8C 18-Oct-2022 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.71836,-118.34039,19.544444444444444
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2A,Module,2023-11-28,1,ARM,PVR 2A 28-Nov-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,88,60,15.375,33.7234,-118.34996,16.02
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2A,Module,2023-11-28,2,ARM,PVR 2A 28-Nov-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,183,60,15.375,33.7234,-118.34996,16.02
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2B,Module,2023-11-28,1,ARM,PVR 2B 28-Nov-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,67,60,16,33.72278,-118.34978,17.433333333333334
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2B,Module,2023-11-28,2,ARM,PVR 2B 28-Nov-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,307,60,16,33.72278,-118.34978,17.433333333333334
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2C,Module,2023-11-28,1,ARM,PVR 2C 28-Nov-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,15.5,33.72254,-118.3491,17.544444444444444
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2C,Module,2023-11-28,2,ARM,PVR 2C 28-Nov-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,68,60,15.5,33.72254,-118.3491,17.544444444444444
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4D,Module,2023-11-09,1,ARM,PVR 4D 09-Nov-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,229,60,16.125,33.72197,-118.347205,16.86
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4D,Module,2023-11-09,2,ARM,PVR 4D 09-Nov-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,94,60,16.125,33.72197,-118.347205,16.86
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4B,Module,2023-11-09,1,ARM,PVR 4B 09-Nov-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,316,60,16.242857142857144,33.72156,-118.346783,17.322222222222223
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4B,Module,2023-11-09,2,ARM,PVR 4B 09-Nov-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,354,60,16.242857142857144,33.72156,-118.346783,17.322222222222223
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4C,Module,2023-11-09,1,ARM,PVR 4C 09-Nov-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,133,60,NA,33.7211,-118.346738,19.18888888888889
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4C,Module,2023-11-09,2,ARM,PVR 4C 09-Nov-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,181,60,NA,33.7211,-118.346738,19.18888888888889
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5A,Module,2023-11-03,1,ARM,PVR 5A 03-Nov-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,185,60,16.5,33.72157,-118.34582,17.35
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5A,Module,2023-11-03,2,ARM,PVR 5A 03-Nov-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,186,60,16.5,33.72157,-118.34582,17.35
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5B,Module,2023-11-03,1,ARM,PVR 5B 03-Nov-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,102,60,16,33.72099,-118.3454,18.322222222222223
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5B,Module,2023-11-03,2,ARM,PVR 5B 03-Nov-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,75,60,16,33.72099,-118.3454,18.322222222222223
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5C,Module,2023-11-03,1,ARM,PVR 5C 03-Nov-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,82,60,15.5,33.72046,-118.34526,19.744444444444444
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5C,Module,2023-11-03,2,ARM,PVR 5C 03-Nov-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,165,60,15.5,33.72046,-118.34526,19.744444444444444
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6A,Module,2023-10-26,1,ARM,PVR 6A 26-Oct-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,178,60,16,33.72102,-118.34388,16.9
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6A,Module,2023-10-26,2,ARM,PVR 6A 26-Oct-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,241,60,16,33.72102,-118.34388,16.9
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6D,Module,2023-10-25,1,ARM,PVR 6D 25-Oct-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,126,60,17.9,33.72051,-118.34391,19.344444444444445
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6D,Module,2023-10-25,2,ARM,PVR 6D 25-Oct-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,60,60,17.9,33.72051,-118.34391,19.344444444444445
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6C,Module,2023-10-26,1,ARM,PVR 6C 26-Oct-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,15,33.71998,-118.34387,21.01111111111111
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6C,Module,2023-10-26,2,ARM,PVR 6C 26-Oct-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,15,33.71998,-118.34387,21.01111111111111
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7A,Module,2023-10-25,1,ARM,PVR 7A 25-Oct-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,22,60,19.5,33.7204,-118.3424,16.61
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7A,Module,2023-10-25,2,ARM,PVR 7A 25-Oct-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,119,60,19.5,33.7204,-118.3424,16.61
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7B,Module,2023-10-25,1,ARM,PVR 7B 25-Oct-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,187,60,19.5,33.72019,-118.34245,18.3
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7B,Module,2023-10-25,2,ARM,PVR 7B 25-Oct-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,62,60,19.5,33.72019,-118.34245,18.3
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7C,Module,2023-10-03,1,ARM,PVR 7C 03-Oct-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14.55,33.71962,-118.34231,20.166666666666668
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7C,Module,2023-10-03,2,ARM,PVR 7C 03-Oct-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14.55,33.71962,-118.34231,20.166666666666668
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8A,Module,2023-10-03,1,ARM,PVR 8A 03-Oct-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14.55,33.7193,-118.34009,17.46
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8A,Module,2023-10-03,2,ARM,PVR 8A 03-Oct-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14.55,33.7193,-118.34009,17.46
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8B,Module,2023-09-29,1,ARM,PVR 8B 29-Sep-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.71884,-118.34057,20
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8B,Module,2023-09-29,2,ARM,PVR 8B 29-Sep-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.71884,-118.34057,20
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8C,Module,2023-09-29,1,ARM,PVR 8C 29-Sep-2023 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.71836,-118.34039,20.38888888888889
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8C,Module,2023-09-29,2,ARM,PVR 8C 29-Sep-2023 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.71836,-118.34039,20.38888888888889
