YEAR,DATE,MONTH,SITE,PLANT,DEPTH,FROND,LNGTH_WC,DIAM_WC,WT_WC,NODES_WC,WT_NB_WC,LNGTH_C,DIAM_C,WT_C,NODES_C,WT_NB_C,STATUS,SCRAP,BLADES,NOTES,use,Sum water column and canopy lengths,Sum water column and canopy weight
2002,7/11/02,7,AQUE,2,6.7,3,0.7,,0.05,,,0,,0,,,G,2.38,,,Y,0.7,0.05
2002,7/11/02,7,AQUE,2,6.7,4,0.5,,0.02,,,0,,0,,,G,2.38,,,Y,0.5,0.02
2002,7/11/02,7,AQUE,2,6.7,5,2.9,,0.16,,,0,,0,,,G,2.38,,,Y,2.9,0.16
2002,7/11/02,7,AQUE,2,6.7,6,5.2,,0.46,,,0,,0,,,G,2.38,,,Y,5.2,0.46
2002,7/11/02,7,AQUE,2,6.7,7,6.7,,0.44,,,2.2,,0.49,,,G,2.38,,,Y,8.9,0.93
2002,7/11/02,7,AQUE,2,6.7,8,3.7,,0.27,,,0,,0,,,G,2.38,,,Y,3.7,0.27
2002,7/11/02,7,AQUE,2,6.7,9,4.5,,0.34,,,0,,0,,,G,2.38,,,Y,4.5,0.34
2002,7/11/02,7,AQUE,2,6.7,10,3.8,,0.29,,,0,,0,,,G,2.38,,,Y,3.8,0.29
2002,7/11/02,7,AQUE,2,6.7,11,1.5,,0.09,,,0,,0,,,G,2.38,,,Y,1.5,0.09
2002,7/11/02,7,AQUE,2,6.7,12,0.89,,0.03,,,0,,0,,,G,2.38,,,Y,0.89,0.03
2002,7/11/02,7,AQUE,2,6.7,13,5.7,,0.49,,,0,,0,,,G,2.38,,,Y,5.7,0.49
2002,7/11/02,7,AQUE,2,6.7,14,6.7,,0.34,,,3.8,,0.91,,,G,2.38,,,Y,10.5,1.25
2002,7/11/02,7,AQUE,2,6.7,15,6.7,,0.33,,,6.4,,1.3,,,T,2.38,,,Y,13.1,1.63
2002,7/11/02,7,AQUE,2,6.7,16,6.7,,0.31,,,8.2,,1.21,,,T,2.38,,,Y,14.9,1.52
2002,7/11/02,7,AQUE,2,6.7,17,6.7,,0.31,,,6.2,,1.45,,,G,2.38,,,Y,12.9,1.76
2002,7/11/02,7,AQUE,2,6.7,18,6.7,,0.38,,,7.6,,2.01,,,G,2.38,,,Y,14.3,2.39
2002,7/11/02,7,AQUE,2,6.7,19,6.7,,0.47,,,2.4,,0.81,,,C,2.38,,,Y,9.1,1.28
2002,7/11/02,7,AQUE,2,6.7,20,6.7,,0.54,,,2.3,,0.46,,,G,2.38,,,Y,9,1
2002,7/11/02,7,AQUE,2,6.7,21,6.7,,0.88,,,3.5,,0.83,,,T,2.38,,,Y,10.2,1.71
2002,7/11/02,7,AQUE,2,6.7,22,6.7,,1.45,,,1.8,,0.39,,,G,2.38,,,Y,8.5,1.84
2002,7/11/02,7,AQUE,2,6.7,23,6.7,,0.51,,,4.3,,0.95,,,G,2.38,,,Y,11,1.46
2002,7/11/02,7,AQUE,2,6.7,24,6.7,,0.46,,,3.5,,0.82,,,G,2.38,,,Y,10.2,1.28
2002,7/11/02,7,AQUE,2,6.7,25,3.9,,0.18,,,0,,0,,,C,2.38,,,Y,3.9,0.18
2002,7/11/02,7,AQUE,2,6.7,26,1.4,,0.04,,,0,,0,,,S,2.38,,,Y,1.4,0.04
2002,7/11/02,7,AQUE,2,6.7,27,0.8,,0.06,,,0,,0,,,G,2.38,,,Y,0.8,0.06
2002,8/8/02,8,MOHK,1,6.4,1,0.8,,0.05,,,0,,0,,,G,0.78,,,Y,0.8,0.05
2002,8/8/02,8,MOHK,1,6.4,2,1,,0.07,,,0,,0,,,G,0.78,,,Y,1,0.07
2002,8/8/02,8,MOHK,1,6.4,3,1.6,,0.16,,,0,,0,,,G,0.78,,,Y,1.6,0.16
2002,8/8/02,8,MOHK,1,6.4,4,0.6,,0.05,,,0,,0,,,G,0.78,,,Y,0.6,0.05
2002,8/8/02,8,MOHK,1,6.4,5,1.9,,0.23,,,0,,0,,,T,0.78,,,Y,1.9,0.23
2002,8/8/02,8,MOHK,1,6.4,6,5.6,,0.56,,,0,,0,,,G,0.78,,,Y,5.6,0.56
2002,8/8/02,8,MOHK,1,6.4,7,5.1,,0.5,,,0,,0,,,G,0.78,,,Y,5.1,0.5
2002,8/8/02,8,MOHK,1,6.4,8,6.4,,0.81,,,3.5,,0.8,,,G,0.78,,,Y,9.9,1.61
2002,8/8/02,8,MOHK,1,6.4,9,1.5,,0.16,,,0,,0,,,G,0.78,,,Y,1.5,0.16
2002,8/8/02,8,MOHK,1,6.4,10,3.3,,0.34,,,0,,0,,,G,0.78,,,Y,3.3,0.34
2002,8/8/02,8,MOHK,1,6.4,11,6.4,,0.22,,,3.4,,0.58,,,T,0.78,,,Y,9.8,0.8
2002,8/8/02,8,MOHK,1,6.4,12,6.4,,0.79,,0.4,4,,0.98,,0.23,G,0.78,,,Y,10.4,1.77
2002,8/8/02,8,MOHK,1,6.4,13,1,,0.07,,,0,,0,,,G,0.78,,,Y,1,0.07
2002,8/8/02,8,MOHK,1,6.4,14,5.8,,0.65,,,0,,0,,,G,0.78,,,Y,5.8,0.65
2002,8/8/02,8,MOHK,1,6.4,15,0.5,,0.05,,,0,,0,,,G,0.78,,,Y,0.5,0.05
2002,8/8/02,8,MOHK,1,6.4,16,6.4,,0.2,,,4.1,,0.77,,,G,0.78,,,Y,10.5,0.97
2002,8/8/02,8,MOHK,1,6.4,17,6.4,,0.62,,,5,,1.11,,,G,0.78,,,Y,11.4,1.73
2002,8/8/02,8,MOHK,1,6.4,18,6.4,,0.28,,,8,,0.71,,,T,0.78,,,Y,14.4,0.99
2002,8/8/02,8,MOHK,1,6.4,19,6.4,,0.46,,0.34,5.8,,1.47,,0.42,G,0.78,,,Y,12.2,1.93
2002,8/8/02,8,MOHK,1,6.4,20,6.4,,0.49,,,6.2,,1.58,,,G,0.78,,,Y,12.6,2.07
2002,8/8/02,8,MOHK,1,6.4,21,6.4,,0.7,,,2.1,,0.51,,,T,0.78,,,Y,8.5,1.21
2002,8/8/02,8,MOHK,1,6.4,22,6.4,,0.32,,,5.6,,1.15,,,T,0.78,,,Y,12,1.47
2002,8/8/02,8,MOHK,1,6.4,23,6.4,,0.53,,,2.9,,0.44,,,G,0.78,,,Y,9.3,0.97
2002,8/8/02,8,MOHK,1,6.4,24,5.2,,0.43,,,0,,0,,,G,0.78,,,Y,5.2,0.43
2002,8/8/02,8,MOHK,1,6.4,25,6.4,,0.54,,,1.4,,0.26,,,G,0.78,,,Y,7.8,0.8
2002,8/8/02,8,MOHK,1,6.4,26,0.9,,0.03,,,0,,0,,,T,0.78,,,Y,0.9,0.03
2002,8/8/02,8,MOHK,1,6.4,27,6.4,,0.23,,,2.5,,0.35,,,T,0.78,,,Y,8.9,0.58
2002,8/8/02,8,MOHK,1,6.4,28,6.4,,0.19,,,3.3,,0.38,,,T,0.78,,,Y,9.7,0.57
2002,8/8/02,8,MOHK,1,6.4,29,4.5,,0.31,,,0,,0,,,G,0.78,,,Y,4.5,0.31
2002,8/8/02,8,MOHK,1,6.4,30,1.1,,0.07,,,0,,0,,,G,0.78,,,Y,1.1,0.07
2002,8/8/02,8,MOHK,1,6.4,31,0.3,,0.02,,,0,,0,,,G,0.78,,,Y,0.3,0.02
2002,8/8/02,8,MOHK,2,6.4,1,1.8,,0.13,,,0,,0,,,G,1.32,,,Y,1.8,0.13
2002,8/8/02,8,MOHK,2,6.4,2,3.8,,0.55,,,0,,0,,,G,1.32,,,Y,3.8,0.55
2002,8/8/02,8,MOHK,2,6.4,3,4.5,,0.57,,,0,,0,,,G,1.32,,,Y,4.5,0.57
2002,8/8/02,8,MOHK,2,6.4,4,1.9,,0.21,,,0,,0,,,G,1.32,,,Y,1.9,0.21
2002,8/8/02,8,MOHK,2,6.4,5,1.4,,0.02,,,0,,0,,,G,1.32,,,Y,1.4,0.02
2002,8/8/02,8,MOHK,2,6.4,6,0.8,,0.07,,,0,,0,,,G,1.32,,,Y,0.8,0.07
2002,8/8/02,8,MOHK,2,6.4,7,6.4,,0.9,,,0.2,,0.04,,,G,1.32,,,Y,6.6,0.94
2002,8/8/02,8,MOHK,2,6.4,8,6.4,,0.13,,,1.9,,0.05,,,T,1.32,,,Y,8.3,0.18
2002,8/8/02,8,MOHK,2,6.4,9,2.4,,0.38,,,0,,0,,,G,1.32,,,Y,2.4,0.38
2002,8/8/02,8,MOHK,2,6.4,10,6.4,,0.53,,,0.5,,0.1,,,C,1.32,,,Y,6.9,0.63
2002,8/8/02,8,MOHK,2,6.4,11,2.3,,0.07,,,0,,0,,,G,1.32,,,Y,2.3,0.07
2002,8/8/02,8,MOHK,2,6.4,12,5.9,,0.71,,,0,,0,,,G,1.32,,,Y,5.9,0.71
2002,8/8/02,8,MOHK,2,6.4,13,0.3,,0.02,,,0,,0,,,G,1.32,,,Y,0.3,0.02
2002,8/8/02,8,MOHK,2,6.4,14,2.3,,0.06,,,0,,0,,,T,1.32,,,Y,2.3,0.06
2002,8/8/02,8,MOHK,2,6.4,15,3.7,,0.39,,,0,,0,,,G,1.32,,,Y,3.7,0.39
2002,8/8/02,8,MOHK,2,6.4,16,3.2,,0.03,,,0,,0,,,T,1.32,,,Y,3.2,0.03
2002,8/8/02,8,MOHK,2,6.4,17,6.4,,0.39,,,6.7,,1.95,,,G,1.32,,,Y,13.1,2.34
2002,8/8/02,8,MOHK,2,6.4,18,6.4,,0.87,,,2.8,,0.96,,,G,1.32,,,Y,9.2,1.83
2002,8/8/02,8,MOHK,2,6.4,19,6.4,,0.69,,,2,,0.57,,,G,1.32,,,Y,8.4,1.26
2002,8/8/02,8,MOHK,2,6.4,20,6.4,,0.31,,,6.2,,1.76,,,T,1.32,,,Y,12.6,2.07
2002,8/8/02,8,MOHK,2,6.4,21,6.4,,0.82,,,0,,0,,,T,1.32,,,Y,6.4,0.82
2002,8/8/02,8,MOHK,2,6.4,22,3.1,,0.07,,,0,,0,,,S,1.32,,,Y,3.1,0.07
2002,8/8/02,8,MOHK,2,6.4,23,6.4,,0.2,,,6,,1.08,,,T,1.32,,,Y,12.4,1.28
2002,8/8/02,8,MOHK,2,6.4,24,6.4,,0.23,,,4.8,,1,,,T,1.32,,,Y,11.2,1.23
2002,8/8/02,8,ABUR,1,7,1,2.6,,0.34,,,0,,0,,,G,3.71,,,Y,2.6,0.34
2002,8/8/02,8,ABUR,1,7,2,1.2,,0.14,,,0,,0,,,G,3.71,,,Y,1.2,0.14
2002,8/8/02,8,ABUR,1,7,3,3.2,,0.42,,,0,,0,,,G,3.71,,,Y,3.2,0.42
2002,8/8/02,8,ABUR,1,7,4,1.4,,0.07,,,0,,0,,,G,3.71,,,Y,1.4,0.07
2002,8/8/02,8,ABUR,1,7,5,1.1,,0.07,,,0,,0,,,G,3.71,,,Y,1.1,0.07
2002,8/8/02,8,ABUR,1,7,6,1.2,,0.11,,,0,,0,,,G,3.71,,,Y,1.2,0.11
2002,8/8/02,8,ABUR,1,7,7,1.1,,0.08,,,0,,0,,,G,3.71,,,Y,1.1,0.08
2002,8/8/02,8,ABUR,1,7,8,3,,0.44,,,0,,0,,,G,3.71,,,Y,3,0.44
2002,8/8/02,8,ABUR,1,7,9,2.7,,0.3,,,0,,0,,,G,3.71,,,Y,2.7,0.3
2002,8/8/02,8,ABUR,1,7,10,1.8,,0.19,,,0,,0,,,G,3.71,,,Y,1.8,0.19
2002,8/8/02,8,ABUR,1,7,11,2.6,,0.3,,,0,,0,,,G,3.71,,,Y,2.6,0.3
2002,8/8/02,8,ABUR,1,7,12,0.7,,0.06,,,0,,0,,,G,3.71,,,Y,0.7,0.06
2002,8/8/02,8,ABUR,1,7,13,0.8,,0.05,,,0,,0,,,G,3.71,,,Y,0.8,0.05
2002,8/8/02,8,ABUR,1,7,14,3.5,,0.68,,,0,,0,,,G,3.71,,,Y,3.5,0.68
2002,8/8/02,8,ABUR,1,7,15,5.1,,1.18,,,0,,0,,,G,3.71,,,Y,5.1,1.18
2002,8/8/02,8,ABUR,1,7,16,5.1,,1.25,,,0,,0,,,G,3.71,,,Y,5.1,1.25
2002,8/8/02,8,ABUR,1,7,17,3.5,,0.35,,,0,,0,,,G,3.71,,,Y,3.5,0.35
2002,8/8/02,8,ABUR,1,7,18,3.9,,0.74,,,0,,0,,,G,3.71,,,Y,3.9,0.74
2002,8/8/02,8,ABUR,1,7,19,3,,0.44,,,0,,0,,,G,3.71,,,Y,3,0.44
2002,8/8/02,8,ABUR,1,7,20,5.8,,0.84,,,0,,0,,,G,3.71,,,Y,5.8,0.84
2002,8/8/02,8,ABUR,1,7,21,7,,0.83,,,0.6,,0.08,,,G,3.71,,,Y,7.6,0.91
2002,8/8/02,8,ABUR,1,7,22,5.8,,0.79,,,0,,0,,,G,3.71,,,Y,5.8,0.79
2002,8/8/02,8,ABUR,1,7,23,7,,1.59,,,0.6,,0.13,,,G,3.71,,,Y,7.6,1.72
2002,8/8/02,8,ABUR,1,7,24,6.3,,1.04,,,0,,0,,,G,3.71,,,Y,6.3,1.04
2002,8/8/02,8,ABUR,1,7,25,7,,2.04,,,1.7,,0.66,,,G,3.71,,,Y,8.7,2.7
2002,8/8/02,8,ABUR,1,7,26,6.9,,1.26,,,0,,0,,,G,3.71,,,Y,6.9,1.26
2002,8/8/02,8,ABUR,1,7,27,6,,0.47,,,0,,0,,,G,3.71,,,Y,6,0.47
2002,8/8/02,8,ABUR,1,7,28,2.1,,0.05,,,0,,0,,,T,3.71,,,Y,2.1,0.05
2002,8/8/02,8,ABUR,1,7,29,7,,1.05,,,3.7,,1.46,,,G,3.71,,,Y,10.7,2.51
2002,8/8/02,8,ABUR,1,7,30,6.6,,0.81,,,0,,0,,,T,3.71,,,Y,6.6,0.81
2002,8/8/02,8,ABUR,1,7,31,5,,0.21,,,0,,0,,,G,3.71,,,Y,5,0.21
2002,8/8/02,8,ABUR,1,7,32,2.1,,0.12,,,0,,0,,,G,3.71,,,Y,2.1,0.12
2002,8/8/02,8,ABUR,1,7,33,6.8,,1.27,,,0,,0,,,G,3.71,,,Y,6.8,1.27
2002,8/8/02,8,ABUR,1,7,34,1.4,,0.12,,,0,,0,,,G,3.71,,,Y,1.4,0.12
2002,8/8/02,8,ABUR,1,7,35,7,,0.64,,,0,,0,,,G,3.71,,,Y,7,0.64
2002,8/8/02,8,ABUR,1,7,36,7,,0.82,,,1.3,,0.32,,,T,3.71,,,Y,8.3,1.14
2002,8/8/02,8,ABUR,1,7,37,7,,0.84,,,1.3,,0.32,,,T,3.71,,,Y,8.3,1.16
2002,8/8/02,8,ABUR,1,7,38,4.2,,0.16,,,0,,0,,,C,3.71,,,Y,4.2,0.16
2002,8/8/02,8,ABUR,1,7,39,7,,1.7,,0.51,2,,0.84,,0.15,G,3.71,,,Y,9,2.54
2002,8/8/02,8,ABUR,1,7,40,7,,1.19,,0.52,3.1,,1.08,,0.18,G,3.71,,,Y,10.1,2.27
2002,8/8/02,8,ABUR,1,7,41,4.1,,1.05,,,0,,0,,,G,3.71,,,Y,4.1,1.05
2002,8/8/02,8,ABUR,1,7,42,2.9,,0.07,,,0,,0,,,T,3.71,,,Y,2.9,0.07
2002,8/8/02,8,ABUR,1,7,43,7,,0.87,,,1.2,,0.3,,,T,3.71,,,Y,8.2,1.17
2002,8/8/02,8,ABUR,1,7,44,7,,0.38,,,2,,0.5,,,T,3.71,,,Y,9,0.88
2002,8/8/02,8,ABUR,1,7,45,7,,0.7,,,0,,0,,,T,3.71,,,Y,7,0.7
2002,8/8/02,8,ABUR,1,7,46,7,,0.79,,,0.2,,0.04,,,G,3.71,,,Y,7.2,0.83
2002,8/8/02,8,ABUR,1,7,47,7,,0.48,,,0,,0,,,,3.71,,,Y,7,0.48
2002,8/8/02,8,ABUR,1,7,48,2.5,,0.32,,,0,,0,,,G,3.71,,,Y,2.5,0.32
2002,8/8/02,8,ABUR,1,7,49,4.3,,0.85,,,0,,0,,,T,3.71,,,Y,4.3,0.85
2002,8/8/02,8,ABUR,1,7,50,0.8,,0.07,,,0,,0,,,G,3.71,,,Y,0.8,0.07
2002,8/8/02,8,ABUR,1,7,51,2.5,,0.3,,,0,,0,,,G,3.71,,,Y,2.5,0.3
2002,8/8/02,8,ABUR,1,7,52,7,,0.66,,,0.6,,0.07,,,G,3.71,,,Y,7.6,0.73
2002,8/8/02,8,ABUR,1,7,53,7,,0.61,,,1.7,,0.08,,,T,3.71,,,Y,8.7,0.69
2002,8/7/02,8,AQUE,1,8.7,1,2.1,,0.24,,,0,,0,,,G,2.44,,,Y,2.1,0.24
2002,8/7/02,8,AQUE,1,8.7,2,0.8,,0.09,,,0,,0,,,G,2.44,,,Y,0.8,0.09
2002,8/7/02,8,AQUE,1,8.7,3,5,,0.71,,,0,,0,,,G,2.44,,,Y,5,0.71
2002,8/7/02,8,AQUE,1,8.7,4,0.9,,0.08,,,0,,0,,,G,2.44,,,Y,0.9,0.08
2002,8/7/02,8,AQUE,1,8.7,5,1,,0.1,,,0,,0,,,G,2.44,,,Y,1,0.1
2002,8/7/02,8,AQUE,1,8.7,6,5.8,,1.05,,,0,,0,,,G,2.44,,,Y,5.8,1.05
2002,8/7/02,8,AQUE,1,8.7,7,4.5,,0.92,,,0,,0,,,G,2.44,,,Y,4.5,0.92
2002,8/7/02,8,AQUE,1,8.7,8,6.7,,1.67,,0.51,0,,0,,,G,2.44,,,Y,6.7,1.67
2002,8/7/02,8,AQUE,1,8.7,9,4.9,,0.88,,,0,,0,,,G,2.44,,,Y,4.9,0.88
2002,8/7/02,8,AQUE,1,8.7,10,6.5,,1.71,,,0,,0,,,G,2.44,,,Y,6.5,1.71
2002,8/7/02,8,AQUE,1,8.7,11,8.7,,1.1,,,5.9,,2.46,,,T,2.44,,,Y,14.6,3.56
2002,8/7/02,8,AQUE,1,8.7,12,8.7,,1.94,,,4.1,,1.51,,,G,2.44,,,Y,12.8,3.45
2002,8/7/02,8,AQUE,1,8.7,13,8.7,,0.72,,,9.2,,1.85,,,S,2.44,,,Y,17.9,2.57
2002,8/7/02,8,AQUE,1,8.7,14,8.7,,0.9,,,7.4,,1.4,,,T,2.44,,,Y,16.1,2.3
2002,8/7/02,8,AQUE,1,8.7,15,8.7,,1.34,,,6.7,,2.33,,,G,2.44,,,Y,15.4,3.67
2002,8/7/02,8,AQUE,1,8.7,16,8.7,,1.82,,,3.3,,1.29,,,T,2.44,,,Y,12,3.11
2002,8/7/02,8,AQUE,1,8.7,17,8.7,,1.88,,,3,,1.03,,,G,2.44,,,Y,11.7,2.91
2002,8/7/02,8,AQUE,1,8.7,18,8.7,,1.42,,0.73,7,,2.51,,0.69,G,2.44,,,Y,15.7,3.93
2002,8/7/02,8,AQUE,1,8.7,19,8.7,,1.59,,,7,,2.15,,,T,2.44,,,Y,15.7,3.74
2002,8/7/02,8,AQUE,1,8.7,20,8.7,,1.27,,,8,,2.51,,,G,2.44,,,Y,16.7,3.78
2002,8/7/02,8,AQUE,2,6.7,1,0.8,,0.04,,,0,,0,,,G,3.16,,,Y,0.8,0.04
2002,8/7/02,8,AQUE,2,6.7,2,1.3,,0.12,,,0,,0,,,G,3.16,,,Y,1.3,0.12
2002,8/7/02,8,AQUE,2,6.7,3,0.9,,0.06,,,0,,0,,,G,3.16,,,Y,0.9,0.06
2002,8/7/02,8,AQUE,2,6.7,4,2.4,,0.26,,,0,,0,,,G,3.16,,,Y,2.4,0.26
2002,8/7/02,8,AQUE,2,6.7,5,4.2,,0.62,,,0,,0,,,G,3.16,,,Y,4.2,0.62
2002,8/7/02,8,AQUE,2,6.7,6,3.8,,0.5,,,0,,0,,,G,3.16,,,Y,3.8,0.5
2002,8/7/02,8,AQUE,2,6.7,7,1.1,,0.08,,,0,,0,,,G,3.16,,,Y,1.1,0.08
2002,8/7/02,8,AQUE,2,6.7,8,6.7,,0.56,,,4.3,,1.42,,,G,3.16,,,Y,11,1.98
2002,8/7/02,8,AQUE,2,6.7,9,6.5,,1.2,,,0,,0,,,G,3.16,,,Y,6.5,1.2
2002,8/7/02,8,AQUE,2,6.7,10,4.1,,0.5,,,0,,0,,,G,3.16,,,Y,4.1,0.5
2002,8/7/02,8,AQUE,2,6.7,11,2.5,,0.41,,,0,,0,,,G,3.16,,,Y,2.5,0.41
2002,8/7/02,8,AQUE,2,6.7,12,6.7,,0.82,,,0.3,,0.02,,,G,3.16,,,Y,7,0.84
2002,8/7/02,8,AQUE,2,6.7,13,6.7,,1.27,,,1.3,,0.36,,,G,3.16,,,Y,8,1.63
2002,8/7/02,8,AQUE,2,6.7,14,1.5,,0.27,,,0,,0,,,T,3.16,,,Y,1.5,0.27
2002,8/7/02,8,AQUE,2,6.7,15,6.7,,0.69,,,5.1,,1.73,,,G,3.16,,,Y,11.8,2.42
2002,8/7/02,8,AQUE,2,6.7,16,6.7,,0.47,,,3,,0.35,,,S,3.16,,,Y,9.7,0.82
2002,8/7/02,8,AQUE,2,6.7,17,6.7,,1.04,,,3.3,,1.27,,,G,3.16,,,Y,10,2.31
2002,8/7/02,8,AQUE,2,6.7,18,6.7,,0.63,,,5.8,,1.77,,,T,3.16,,,Y,12.5,2.4
2002,8/7/02,8,AQUE,2,6.7,19,5.3,,1.08,,,0,,0,,,G,3.16,,,Y,5.3,1.08
2002,8/7/02,8,AQUE,2,6.7,20,6.7,,1.05,,,3.4,,0.33,,,S,3.16,,,Y,10.1,1.38
2002,8/7/02,8,AQUE,2,6.7,21,6.7,,0.67,,,4.3,,1.04,,,T,3.16,,,Y,11,1.71
2002,8/7/02,8,AQUE,2,6.7,22,6.7,,1.28,,,2.4,,0.63,,,G,3.16,,,Y,9.1,1.91
2002,8/7/02,8,AQUE,2,6.7,23,6.7,,0.8,,,4.9,,1.65,,,T,3.16,,,Y,11.6,2.45
2002,8/7/02,8,AQUE,2,6.7,24,6.7,,0.99,,,2.8,,1.02,,,S,3.16,,,Y,9.5,2.01
2002,8/7/02,8,AQUE,2,6.7,25,6.7,,1.16,,,3,,1.18,,,G,3.16,,,Y,9.7,2.34
2002,8/7/02,8,AQUE,2,6.7,26,6.7,,0.56,,,4.7,,0.59,,,S,3.16,,,Y,11.4,1.15
2002,8/7/02,8,AQUE,2,6.7,27,6.7,,0.69,,,5.3,,1.93,,,T,3.16,,,Y,12,2.62
2002,8/7/02,8,AQUE,2,6.7,28,6.7,,0.74,,,4.6,,1.33,,,T,3.16,,,Y,11.3,2.07
2002,8/7/02,8,AQUE,2,6.7,29,3.8,,0.71,,,0,,0,,,G,3.16,,,Y,3.8,0.71
2002,8/7/02,8,AQUE,2,6.7,30,6.7,,0.57,,,5.73,,1.07,,,T,3.16,,,Y,12.43,1.64
2002,9/4/02,9,AQUE,1,6.7,1,3.8,5,0.09,8,0.09,0,0,0,0,0,S,3.17,,,Y,3.8,0.09
2002,9/4/02,9,AQUE,1,6.7,2,2.5,,0.11,24,0.11,0,0,0,0,0,S,3.17,,,Y,2.5,0.11
2002,9/4/02,9,AQUE,1,6.7,3,6.7,3,0.29,31,0.29,6.4,,0.92,121,0.52,T,3.17,,,Y,13.1,1.21
2002,9/4/02,9,AQUE,1,6.7,4,6.7,,0.24,48,0.23,3.33,2,0.57,91,0.21,T,3.17,,,Y,10.03,0.81
2002,9/4/02,9,AQUE,1,6.7,5,6.7,6,0.33,22,0.27,4.1,7,0.83,62,0.32,T,3.17,,,Y,10.8,1.16
2002,9/4/02,9,AQUE,1,6.7,6,6.7,2,0.23,26,0.23,0,0,0,0,0,S,3.17,,,Y,6.7,0.23
2002,9/4/02,9,AQUE,1,6.7,7,2.9,5,0.22,35,0.14,0,0,0,0,0,T,3.17,,,Y,2.9,0.22
2002,9/4/02,9,AQUE,1,6.7,8,6.7,2,0.32,40,0.26,3.6,6,0.75,89,0.25,T,3.17,,,Y,10.3,1.07
2002,9/4/02,9,AQUE,1,6.7,9,6.7,2,0.34,40,0.26,3.7,4,0.85,82,0.21,T,3.17,,,Y,10.4,1.19
2002,9/4/02,9,AQUE,1,6.7,10,2.5,5,0.19,41,0.09,0,0,0,0,0,G,3.17,,,Y,2.5,0.19
2002,9/4/02,9,AQUE,1,6.7,11,4.2,2.1,1.17,57,0.25,0,0,0,0,0,G,3.17,,,Y,4.2,1.17
2002,9/4/02,9,AQUE,1,6.7,12,0.9,1,0.04,10,0.22,0,0,0,0,0,G,3.17,,,Y,0.9,0.04
2002,9/4/02,9,AQUE,1,6.7,13,5.5,6,0.55,44,0.25,0,0,0,0,0,G,3.17,,,Y,5.5,0.55
2002,9/4/02,9,AQUE,1,6.7,14,6.7,3,0.51,39,0.3,9,3.5,1.35,100,0.34,G,3.17,,,Y,15.7,1.86
2002,9/4/02,9,AQUE,1,6.7,15,1.5,3,0.07,19,0.04,0,0,0,0,0,G,3.17,,,Y,1.5,0.07
2002,9/4/02,9,AQUE,1,6.7,16,0.5,3,0.02,5,0.01,0,0,0,0,0,G,3.17,,,Y,0.5,0.02
2002,9/4/02,9,AQUE,1,6.7,17,2.8,4,0.11,14,0.05,0,0,0,0,0,G,3.17,,,Y,2.8,0.11
2002,9/4/02,9,AQUE,1,6.7,18,6.7,3,0.6,36,0.34,3.6,4,1.01,83,0.26,T,3.17,,,Y,10.3,1.61
2002,9/4/02,9,AQUE,1,6.7,19,4.8,5,0.38,30,0.2,0,0,0,0,0,G,3.17,,,Y,4.8,0.38
2002,9/4/02,9,AQUE,1,6.7,20,4.7,5,0.31,31,0.16,0,0,0,0,0,G,3.17,,,Y,4.7,0.31
2002,9/4/02,9,AQUE,1,6.7,21,6,1,0.38,58,0.19,0,0,0,0,0,G,3.17,,,Y,6,0.38
2002,9/4/02,9,AQUE,1,6.7,22,6.7,2,0.38,32,0.26,4.7,3,1.06,92,0.32,G,3.17,,,Y,11.4,1.44
2002,9/4/02,9,AQUE,1,6.7,23,6.7,5,0.46,44,0.35,2.9,2,0.53,80,0.15,T,3.17,,,Y,9.6,0.99
2002,9/4/02,9,AQUE,1,6.7,24,3.7,5,0.25,31,0.12,0,0,0,0,0,G,3.17,,,Y,3.7,0.25
2002,9/4/02,9,AQUE,1,6.7,25,1.5,3,0.06,11,0.02,0,0,0,0,0,G,3.17,,,Y,1.5,0.06
2002,9/4/02,9,AQUE,1,6.7,26,6.7,2,0.35,28,0.29,3.7,3,0.84,95,0.28,G,3.17,,,Y,10.4,1.19
2002,9/4/02,9,AQUE,1,6.7,27,1.2,4,0.07,8,0.06,0,0,0,0,0,G,3.17,,,Y,1.2,0.07
2002,9/4/02,9,AQUE,1,6.7,28,6.7,2.5,0.27,26,0.26,5.3,2,1.09,99,0.36,G,3.17,,,Y,12,1.36
2002,9/4/02,9,AQUE,1,6.7,29,6.7,6,0.44,35,0.29,2.5,5,0.57,69,0.15,G,3.17,,,Y,9.2,1.01
2002,9/4/02,9,AQUE,1,6.7,30,6.7,,0.42,45,0.28,3.4,2,0.52,53,0.14,G,3.17,,,Y,10.1,0.94
2002,9/4/02,9,AQUE,1,6.7,31,6.7,3,0.62,49,0.29,0.3,2,0.05,14,0.01,G,3.17,,,Y,7,0.67
2002,9/4/02,9,AQUE,1,6.7,32,6.7,2.2,0.45,44,0.29,3,2,0.57,72,0.18,G,3.17,,,Y,9.7,1.02
2002,9/4/02,9,AQUE,1,6.7,33,6.5,2,0.69,53,0.3,0,0,0,0,0,G,3.17,,,Y,6.5,0.69
2002,9/4/02,9,AQUE,1,6.7,34,6,5,0.57,48,0.26,0,0,0,0,0,G,3.17,,,Y,6,0.57
2002,9/4/02,9,AQUE,1,6.7,35,1.5,5,0.08,10,0.05,0,0,0,0,0,G,3.17,,,Y,1.5,0.08
2002,9/4/02,9,AQUE,1,6.7,36,0.8,,0.05,6,0.03,0,0,0,0,0,G,3.17,,,Y,0.8,0.05
